名称,カテゴリー,アドレス,アクセス,築年数,構造,階数,家賃,管理費,敷金,礼金,間取り,面積,URL
東京メトロ有楽町線 月島駅 地下2地上50階建 築25年,賃貸マンション,東京都中央区晴海１,東京メトロ有楽町線/月島駅 歩6分,築25年,地下2地上50階建,36階,24.9万円,15000円,24.9万円,24.9万円,3SLDK,69.86m2,https://suumo.jp/chintai/jnc_000073086209/?bc=100276131614
東京メトロ有楽町線 月島駅 地下2地上50階建 築25年,賃貸マンション,東京都中央区晴海１,都営大江戸線/勝どき駅 歩7分,築25年,地下2地上50階建,3階,12.5万円,20000円,25万円,12.5万円,2K,42.51m2,https://suumo.jp/chintai/jnc_000048598915/?bc=100275630329
東京メトロ有楽町線 月島駅 地下2地上50階建 築25年,賃貸マンション,東京都中央区晴海１,都営大江戸線/勝どき駅 歩7分,築25年,地下2地上50階建,3階,12.5万円,20000円,25万円,12.5万円,2K,42.51m2,https://suumo.jp/chintai/jnc_000048494434/?bc=100275515500
東京メトロ有楽町線 月島駅 地下2地上50階建 築25年,賃貸マンション,東京都中央区晴海１,都営大江戸線/勝どき駅 歩7分,築25年,地下2地上50階建,49階,21.5万円,15000円,43万円,21.5万円,2LDK,69.86m2,https://suumo.jp/chintai/jnc_000020561178/?bc=100270384930
東京メトロ有楽町線 月島駅 地下2地上50階建 築25年,賃貸マンション,東京都中央区晴海１,都営大江戸線/勝どき駅 歩7分,築25年,地下2地上50階建,41階,23.3万円,15000円,46.6万円,23.3万円,3LDK,94.12m2,https://suumo.jp/chintai/jnc_000072537126/?bc=100273416699
東京メトロ有楽町線 月島駅 地下2地上50階建 築25年,賃貸マンション,東京都中央区晴海１,都営大江戸線/勝どき駅 歩7分,築25年,地下2地上50階建,36階,24.9万円,15000円,24.9万円,24.9万円,3SLDK,69.86m2,https://suumo.jp/chintai/jnc_000073086209/?bc=100276131614
東京メトロ有楽町線 月島駅 地下2地上50階建 築25年,賃貸マンション,東京都中央区晴海１,新交通ゆりかもめ/豊洲駅 歩15分,築25年,地下2地上50階建,3階,12.5万円,20000円,25万円,12.5万円,2K,42.51m2,https://suumo.jp/chintai/jnc_000048598915/?bc=100275630329
東京メトロ有楽町線 月島駅 地下2地上50階建 築25年,賃貸マンション,東京都中央区晴海１,新交通ゆりかもめ/豊洲駅 歩15分,築25年,地下2地上50階建,3階,12.5万円,20000円,25万円,12.5万円,2K,42.51m2,https://suumo.jp/chintai/jnc_000048494434/?bc=100275515500
東京メトロ有楽町線 月島駅 地下2地上50階建 築25年,賃貸マンション,東京都中央区晴海１,新交通ゆりかもめ/豊洲駅 歩15分,築25年,地下2地上50階建,49階,21.5万円,15000円,43万円,21.5万円,2LDK,69.86m2,https://suumo.jp/chintai/jnc_000020561178/?bc=100270384930
東京メトロ有楽町線 月島駅 地下2地上50階建 築25年,賃貸マンション,東京都中央区晴海１,新交通ゆりかもめ/豊洲駅 歩15分,築25年,地下2地上50階建,41階,23.3万円,15000円,46.6万円,23.3万円,3LDK,94.12m2,https://suumo.jp/chintai/jnc_000072537126/?bc=100273416699
東京メトロ有楽町線 月島駅 地下2地上50階建 築25年,賃貸マンション,東京都中央区晴海１,新交通ゆりかもめ/豊洲駅 歩15分,築25年,地下2地上50階建,36階,24.9万円,15000円,24.9万円,24.9万円,3SLDK,69.86m2,https://suumo.jp/chintai/jnc_000073086209/?bc=100276131614
プレミエールヒルズ青砥橋,賃貸マンション,東京都葛飾区高砂１,京成本線/青砥駅 歩8分,築18年,3階建,3階,8.1万円,3500円,-,8.1万円,1LDK,41.54m2,https://suumo.jp/chintai/jnc_000044024723/?bc=100275977812
プレミエールヒルズ青砥橋,賃貸マンション,東京都葛飾区高砂１,京成本線/京成高砂駅 歩17分,築18年,3階建,3階,8.1万円,3500円,-,8.1万円,1LDK,41.54m2,https://suumo.jp/chintai/jnc_000044024723/?bc=100275977812
プレミエールヒルズ青砥橋,賃貸マンション,東京都葛飾区高砂１,京成押上線/京成立石駅 歩21分,築18年,3階建,3階,8.1万円,3500円,-,8.1万円,1LDK,41.54m2,https://suumo.jp/chintai/jnc_000044024723/?bc=100275977812
カーサフィオレンテII,賃貸アパート,東京都練馬区春日町４,都営大江戸線/練馬春日町駅 歩7分,築12年,2階建,1階,12.4万円,2000円,12.4万円,-,2LDK,57.52m2,https://suumo.jp/chintai/jnc_000073087007/?bc=100276088819
カーサフィオレンテII,賃貸アパート,東京都練馬区春日町４,都営大江戸線/光が丘駅 歩19分,築12年,2階建,1階,12.4万円,2000円,12.4万円,-,2LDK,57.52m2,https://suumo.jp/chintai/jnc_000073087007/?bc=100276088819
カーサフィオレンテII,賃貸アパート,東京都練馬区春日町４,東京メトロ副都心線/平和台駅 歩20分,築12年,2階建,1階,12.4万円,2000円,12.4万円,-,2LDK,57.52m2,https://suumo.jp/chintai/jnc_000073087007/?bc=100276088819
ＪＲ山手線 田端駅 10階建 築10年,賃貸マンション,東京都荒川区西尾久７,ＪＲ山手線/田端駅 歩19分,築10年,10階建,7階,18.9万円,-,18.9万円,18.9万円,3LDK,67.04m2,https://suumo.jp/chintai/jnc_000071782881/?bc=100276155086
ＪＲ山手線 田端駅 10階建 築10年,賃貸マンション,東京都荒川区西尾久７,ＪＲ高崎線/尾久駅 歩3分,築10年,10階建,7階,18.9万円,-,18.9万円,18.9万円,3LDK,67.04m2,https://suumo.jp/chintai/jnc_000071782881/?bc=100276155086
ＪＲ山手線 田端駅 10階建 築10年,賃貸マンション,東京都荒川区西尾久７,都電荒川線/荒川遊園地前駅 歩6分,築10年,10階建,7階,18.9万円,-,18.9万円,18.9万円,3LDK,67.04m2,https://suumo.jp/chintai/jnc_000071782881/?bc=100276155086
ガーラ神田岩本町,賃貸マンション,東京都千代田区岩本町２,ＪＲ山手線/秋葉原駅 歩7分,築16年,14階建,4階,9.5万円,10000円,-,9.5万円,1K,26.47m2,https://suumo.jp/chintai/jnc_000052980982/?bc=100274054699
ガーラ神田岩本町,賃貸マンション,東京都千代田区岩本町２,ＪＲ山手線/秋葉原駅 歩7分,築16年,14階建,10階,14.8万円,10000円,14.8万円,29.6万円,1LDK,40.32m2,https://suumo.jp/chintai/jnc_000033395199/?bc=100275691510
ガーラ神田岩本町,賃貸マンション,東京都千代田区岩本町２,ＪＲ山手線/秋葉原駅 歩7分,築16年,14階建,10階,14.8万円,12000円,14.8万円,29.6万円,1LDK,40.32m2,https://suumo.jp/chintai/jnc_000072479992/?bc=100275644308
ガーラ神田岩本町,賃貸マンション,東京都千代田区岩本町２,ＪＲ山手線/秋葉原駅 歩7分,築16年,14階建,10階,14.8万円,12000円,14.8万円,29.6万円,1LDK,40.32m2,https://suumo.jp/chintai/jnc_000073016427/?bc=100275683355
ガーラ神田岩本町,賃貸マンション,東京都千代田区岩本町２,ＪＲ山手線/秋葉原駅 歩7分,築16年,14階建,10階,14.8万円,12000円,14.8万円,29.6万円,1LDK,40.32m2,https://suumo.jp/chintai/jnc_000073022771/?bc=100275720994
ガーラ神田岩本町,賃貸マンション,東京都千代田区岩本町２,ＪＲ山手線/秋葉原駅 歩7分,築16年,14階建,10階,14.8万円,12000円,14.8万円,29.6万円,1LDK,40.32m2,https://suumo.jp/chintai/jnc_000073002544/?bc=100275600193
ガーラ神田岩本町,賃貸マンション,東京都千代田区岩本町２,ＪＲ山手線/秋葉原駅 歩7分,築16年,14階建,10階,14.8万円,12000円,14.8万円,29.6万円,1LDK,40.32m2,https://suumo.jp/chintai/jnc_000073016428/?bc=100275695049
ガーラ神田岩本町,賃貸マンション,東京都千代田区岩本町２,都営新宿線/岩本町駅 歩5分,築16年,14階建,4階,9.5万円,10000円,-,9.5万円,1K,26.47m2,https://suumo.jp/chintai/jnc_000052980982/?bc=100274054699
ガーラ神田岩本町,賃貸マンション,東京都千代田区岩本町２,都営新宿線/岩本町駅 歩5分,築16年,14階建,10階,14.8万円,10000円,14.8万円,29.6万円,1LDK,40.32m2,https://suumo.jp/chintai/jnc_000033395199/?bc=100275691510
ガーラ神田岩本町,賃貸マンション,東京都千代田区岩本町２,都営新宿線/岩本町駅 歩5分,築16年,14階建,10階,14.8万円,12000円,14.8万円,29.6万円,1LDK,40.32m2,https://suumo.jp/chintai/jnc_000072479992/?bc=100275644308
ガーラ神田岩本町,賃貸マンション,東京都千代田区岩本町２,都営新宿線/岩本町駅 歩5分,築16年,14階建,10階,14.8万円,12000円,14.8万円,29.6万円,1LDK,40.32m2,https://suumo.jp/chintai/jnc_000073016427/?bc=100275683355
ガーラ神田岩本町,賃貸マンション,東京都千代田区岩本町２,都営新宿線/岩本町駅 歩5分,築16年,14階建,10階,14.8万円,12000円,14.8万円,29.6万円,1LDK,40.32m2,https://suumo.jp/chintai/jnc_000073022771/?bc=100275720994
ガーラ神田岩本町,賃貸マンション,東京都千代田区岩本町２,都営新宿線/岩本町駅 歩5分,築16年,14階建,10階,14.8万円,12000円,14.8万円,29.6万円,1LDK,40.32m2,https://suumo.jp/chintai/jnc_000073002544/?bc=100275600193
ガーラ神田岩本町,賃貸マンション,東京都千代田区岩本町２,都営新宿線/岩本町駅 歩5分,築16年,14階建,10階,14.8万円,12000円,14.8万円,29.6万円,1LDK,40.32m2,https://suumo.jp/chintai/jnc_000073016428/?bc=100275695049
ガーラ神田岩本町,賃貸マンション,東京都千代田区岩本町２,東京メトロ日比谷線/小伝馬町駅 歩4分,築16年,14階建,4階,9.5万円,10000円,-,9.5万円,1K,26.47m2,https://suumo.jp/chintai/jnc_000052980982/?bc=100274054699
ガーラ神田岩本町,賃貸マンション,東京都千代田区岩本町２,東京メトロ日比谷線/小伝馬町駅 歩4分,築16年,14階建,10階,14.8万円,10000円,14.8万円,29.6万円,1LDK,40.32m2,https://suumo.jp/chintai/jnc_000033395199/?bc=100275691510
ガーラ神田岩本町,賃貸マンション,東京都千代田区岩本町２,東京メトロ日比谷線/小伝馬町駅 歩4分,築16年,14階建,10階,14.8万円,12000円,14.8万円,29.6万円,1LDK,40.32m2,https://suumo.jp/chintai/jnc_000072479992/?bc=100275644308
ガーラ神田岩本町,賃貸マンション,東京都千代田区岩本町２,東京メトロ日比谷線/小伝馬町駅 歩4分,築16年,14階建,10階,14.8万円,12000円,14.8万円,29.6万円,1LDK,40.32m2,https://suumo.jp/chintai/jnc_000073016427/?bc=100275683355
ガーラ神田岩本町,賃貸マンション,東京都千代田区岩本町２,東京メトロ日比谷線/小伝馬町駅 歩4分,築16年,14階建,10階,14.8万円,12000円,14.8万円,29.6万円,1LDK,40.32m2,https://suumo.jp/chintai/jnc_000073022771/?bc=100275720994
ガーラ神田岩本町,賃貸マンション,東京都千代田区岩本町２,東京メトロ日比谷線/小伝馬町駅 歩4分,築16年,14階建,10階,14.8万円,12000円,14.8万円,29.6万円,1LDK,40.32m2,https://suumo.jp/chintai/jnc_000073002544/?bc=100275600193
ガーラ神田岩本町,賃貸マンション,東京都千代田区岩本町２,東京メトロ日比谷線/小伝馬町駅 歩4分,築16年,14階建,10階,14.8万円,12000円,14.8万円,29.6万円,1LDK,40.32m2,https://suumo.jp/chintai/jnc_000073016428/?bc=100275695049
グランベール,賃貸マンション,東京都板橋区前野町５,都営三田線/志村三丁目駅 歩9分,築25年,4階建,4階,12万円,-,12万円,12万円,3LDK,65.15m2,https://suumo.jp/chintai/jnc_000071941510/?bc=100269990611
グランベール,賃貸マンション,東京都板橋区前野町５,都営三田線/志村三丁目駅 歩9分,築25年,4階建,4階,12万円,5000円,12万円,12万円,3LDK,65.15m2,https://suumo.jp/chintai/jnc_000073011256/?bc=100275660471
グランベール,賃貸マンション,東京都板橋区前野町５,都営三田線/志村坂上駅 歩14分,築25年,4階建,4階,12万円,-,12万円,12万円,3LDK,65.15m2,https://suumo.jp/chintai/jnc_000071941510/?bc=100269990611
グランベール,賃貸マンション,東京都板橋区前野町５,都営三田線/志村坂上駅 歩14分,築25年,4階建,4階,12万円,5000円,12万円,12万円,3LDK,65.15m2,https://suumo.jp/chintai/jnc_000073011256/?bc=100275660471
グランベール,賃貸マンション,東京都板橋区前野町５,東武東上線/上板橋駅 歩25分,築25年,4階建,4階,12万円,-,12万円,12万円,3LDK,65.15m2,https://suumo.jp/chintai/jnc_000071941510/?bc=100269990611
グランベール,賃貸マンション,東京都板橋区前野町５,東武東上線/上板橋駅 歩25分,築25年,4階建,4階,12万円,5000円,12万円,12万円,3LDK,65.15m2,https://suumo.jp/chintai/jnc_000073011256/?bc=100275660471
都営三田線 志村三丁目駅 4階建 築25年,賃貸マンション,東京都板橋区前野町５,都営三田線/志村三丁目駅 歩9分,築25年,4階建,4階,12万円,5000円,12万円,12万円,3LDK,65.15m2,https://suumo.jp/chintai/jnc_000073011257/?bc=100275993918
都営三田線 志村三丁目駅 4階建 築25年,賃貸マンション,東京都板橋区前野町５,都営三田線/志村坂上駅 歩15分,築25年,4階建,4階,12万円,5000円,12万円,12万円,3LDK,65.15m2,https://suumo.jp/chintai/jnc_000073011257/?bc=100275993918
都営三田線 志村三丁目駅 4階建 築25年,賃貸マンション,東京都板橋区前野町５,東武東上線/上板橋駅 歩22分,築25年,4階建,4階,12万円,5000円,12万円,12万円,3LDK,65.15m2,https://suumo.jp/chintai/jnc_000073011257/?bc=100275993918
東京メトロ千代田線 町屋駅 2階建 築7年,賃貸アパート,東京都荒川区町屋１,東京メトロ千代田線/町屋駅 歩7分,築7年,2階建,1階,5.9万円,3000円,-,-,ワンルーム,11.61m2,https://suumo.jp/chintai/jnc_000073097515/?bc=100276155046
東京メトロ千代田線 町屋駅 2階建 築7年,賃貸アパート,東京都荒川区町屋１,東京メトロ千代田線/町屋駅 歩7分,築7年,2階建,1階,6万円,3000円,-,-,ワンルーム,11.61m2,https://suumo.jp/chintai/jnc_000069691983/?bc=100274333277
東京メトロ千代田線 町屋駅 2階建 築7年,賃貸アパート,東京都荒川区町屋１,東京メトロ千代田線/町屋駅 歩7分,築7年,2階建,2階,6.1万円,3000円,-,-,ワンルーム,11.61m2,https://suumo.jp/chintai/jnc_000073097516/?bc=100276148625
東京メトロ千代田線 町屋駅 2階建 築7年,賃貸アパート,東京都荒川区町屋１,東京メトロ千代田線/町屋駅 歩7分,築7年,2階建,2階,6.2万円,3000円,-,-,ワンルーム,11.61m2,https://suumo.jp/chintai/jnc_000029870853/?bc=100276155075
東京メトロ千代田線 町屋駅 2階建 築7年,賃貸アパート,東京都荒川区町屋１,東京メトロ千代田線/町屋駅 歩7分,築7年,2階建,2階,6.2万円,3000円,-,-,ワンルーム,11.61m2,https://suumo.jp/chintai/jnc_000056346744/?bc=100274333280
東京メトロ千代田線 町屋駅 2階建 築7年,賃貸アパート,東京都荒川区町屋１,都電荒川線/町屋駅前駅 歩7分,築7年,2階建,1階,5.9万円,3000円,-,-,ワンルーム,11.61m2,https://suumo.jp/chintai/jnc_000073097515/?bc=100276155046
東京メトロ千代田線 町屋駅 2階建 築7年,賃貸アパート,東京都荒川区町屋１,都電荒川線/町屋駅前駅 歩7分,築7年,2階建,1階,6万円,3000円,-,-,ワンルーム,11.61m2,https://suumo.jp/chintai/jnc_000069691983/?bc=100274333277
東京メトロ千代田線 町屋駅 2階建 築7年,賃貸アパート,東京都荒川区町屋１,都電荒川線/町屋駅前駅 歩7分,築7年,2階建,2階,6.1万円,3000円,-,-,ワンルーム,11.61m2,https://suumo.jp/chintai/jnc_000073097516/?bc=100276148625
東京メトロ千代田線 町屋駅 2階建 築7年,賃貸アパート,東京都荒川区町屋１,都電荒川線/町屋駅前駅 歩7分,築7年,2階建,2階,6.2万円,3000円,-,-,ワンルーム,11.61m2,https://suumo.jp/chintai/jnc_000029870853/?bc=100276155075
東京メトロ千代田線 町屋駅 2階建 築7年,賃貸アパート,東京都荒川区町屋１,都電荒川線/町屋駅前駅 歩7分,築7年,2階建,2階,6.2万円,3000円,-,-,ワンルーム,11.61m2,https://suumo.jp/chintai/jnc_000056346744/?bc=100274333280
東京メトロ千代田線 町屋駅 2階建 築7年,賃貸アパート,東京都荒川区町屋１,京成本線/町屋駅 歩7分,築7年,2階建,1階,5.9万円,3000円,-,-,ワンルーム,11.61m2,https://suumo.jp/chintai/jnc_000073097515/?bc=100276155046
東京メトロ千代田線 町屋駅 2階建 築7年,賃貸アパート,東京都荒川区町屋１,京成本線/町屋駅 歩7分,築7年,2階建,1階,6万円,3000円,-,-,ワンルーム,11.61m2,https://suumo.jp/chintai/jnc_000069691983/?bc=100274333277
東京メトロ千代田線 町屋駅 2階建 築7年,賃貸アパート,東京都荒川区町屋１,京成本線/町屋駅 歩7分,築7年,2階建,2階,6.1万円,3000円,-,-,ワンルーム,11.61m2,https://suumo.jp/chintai/jnc_000073097516/?bc=100276148625
東京メトロ千代田線 町屋駅 2階建 築7年,賃貸アパート,東京都荒川区町屋１,京成本線/町屋駅 歩7分,築7年,2階建,2階,6.2万円,3000円,-,-,ワンルーム,11.61m2,https://suumo.jp/chintai/jnc_000029870853/?bc=100276155075
東京メトロ千代田線 町屋駅 2階建 築7年,賃貸アパート,東京都荒川区町屋１,京成本線/町屋駅 歩7分,築7年,2階建,2階,6.2万円,3000円,-,-,ワンルーム,11.61m2,https://suumo.jp/chintai/jnc_000056346744/?bc=100274333280
Ｂｌａｎｃ　Ｇｒａｃｅ,賃貸マンション,東京都荒川区東日暮里４,ＪＲ山手線/鶯谷駅 歩6分,築1年,3階建,2階,8.1万円,5000円,4.05万円,8.1万円,1K,21.3m2,https://suumo.jp/chintai/jnc_000073049741/?bc=100275902034
Ｂｌａｎｃ　Ｇｒａｃｅ,賃貸マンション,東京都荒川区東日暮里４,ＪＲ山手線/鶯谷駅 歩6分,築1年,3階建,2階,8.1万円,5000円,4.05万円,8.1万円,1K,21.3m2,https://suumo.jp/chintai/jnc_000073063310/?bc=100275953035
Ｂｌａｎｃ　Ｇｒａｃｅ,賃貸マンション,東京都荒川区東日暮里４,東京メトロ日比谷線/入谷駅 歩12分,築1年,3階建,2階,8.1万円,5000円,4.05万円,8.1万円,1K,21.3m2,https://suumo.jp/chintai/jnc_000073049741/?bc=100275902034
Ｂｌａｎｃ　Ｇｒａｃｅ,賃貸マンション,東京都荒川区東日暮里４,東京メトロ日比谷線/入谷駅 歩12分,築1年,3階建,2階,8.1万円,5000円,4.05万円,8.1万円,1K,21.3m2,https://suumo.jp/chintai/jnc_000073063310/?bc=100275953035
Ｂｌａｎｃ　Ｇｒａｃｅ,賃貸マンション,東京都荒川区東日暮里４,ＪＲ京浜東北線/日暮里駅 歩13分,築1年,3階建,2階,8.1万円,5000円,4.05万円,8.1万円,1K,21.3m2,https://suumo.jp/chintai/jnc_000073049741/?bc=100275902034
Ｂｌａｎｃ　Ｇｒａｃｅ,賃貸マンション,東京都荒川区東日暮里４,ＪＲ京浜東北線/日暮里駅 歩13分,築1年,3階建,2階,8.1万円,5000円,4.05万円,8.1万円,1K,21.3m2,https://suumo.jp/chintai/jnc_000073063310/?bc=100275953035
サンクレール荒川ブランガーデン,賃貸マンション,東京都荒川区荒川１,東京メトロ日比谷線/三ノ輪駅 歩8分,築18年,18階建,7階,7.9万円,8000円,7.9万円,7.9万円,ワンルーム,27.43m2,https://suumo.jp/chintai/jnc_000073063302/?bc=100276099439
サンクレール荒川ブランガーデン,賃貸マンション,東京都荒川区荒川１,東京メトロ日比谷線/三ノ輪駅 歩8分,築18年,18階建,9階,8万円,8000円,8万円,8万円,ワンルーム,27.43m2,https://suumo.jp/chintai/jnc_000059823683/?bc=100276019194
サンクレール荒川ブランガーデン,賃貸マンション,東京都荒川区荒川１,東京メトロ日比谷線/三ノ輪駅 歩8分,築18年,18階建,13階,8.2万円,8000円,8.2万円,8.2万円,ワンルーム,27.43m2,https://suumo.jp/chintai/jnc_000072863841/?bc=100275042823
サンクレール荒川ブランガーデン,賃貸マンション,東京都荒川区荒川１,東京メトロ日比谷線/三ノ輪駅 歩8分,築18年,18階建,11階,13.9万円,12000円,13.9万円,27.8万円,1LDK,53.55m2,https://suumo.jp/chintai/jnc_000065824199/?bc=100236629516
サンクレール荒川ブランガーデン,賃貸マンション,東京都荒川区荒川１,東京メトロ日比谷線/三ノ輪駅 歩8分,築18年,18階建,7階,14.6万円,12000円,14.6万円,29.2万円,2LDK,60.2m2,https://suumo.jp/chintai/jnc_000072863843/?bc=100275067342
サンクレール荒川ブランガーデン,賃貸マンション,東京都荒川区荒川１,東京メトロ日比谷線/三ノ輪駅 歩8分,築18年,18階建,10階,15万円,12000円,15万円,30万円,1SLDK,60.2m2,https://suumo.jp/chintai/jnc_000066454530/?bc=100275488355
サンクレール荒川ブランガーデン,賃貸マンション,東京都荒川区荒川１,東京メトロ日比谷線/三ノ輪駅 歩8分,築18年,18階建,16階,15.6万円,12000円,15.6万円,31.2万円,2LDK,60.47m2,https://suumo.jp/chintai/jnc_000072088622/?bc=100274335924
サンクレール荒川ブランガーデン,賃貸マンション,東京都荒川区荒川１,東京メトロ日比谷線/三ノ輪駅 歩8分,築18年,18階建,17階,15.7万円,12000円,15.7万円,31.4万円,2LDK,60.47m2,https://suumo.jp/chintai/jnc_000072863842/?bc=100275634071
サンクレール荒川ブランガーデン,賃貸マンション,東京都荒川区荒川１,都電荒川線/三ノ輪橋駅 歩8分,築18年,18階建,7階,7.9万円,8000円,7.9万円,7.9万円,ワンルーム,27.43m2,https://suumo.jp/chintai/jnc_000073063302/?bc=100276099439
サンクレール荒川ブランガーデン,賃貸マンション,東京都荒川区荒川１,都電荒川線/三ノ輪橋駅 歩8分,築18年,18階建,9階,8万円,8000円,8万円,8万円,ワンルーム,27.43m2,https://suumo.jp/chintai/jnc_000059823683/?bc=100276019194
サンクレール荒川ブランガーデン,賃貸マンション,東京都荒川区荒川１,都電荒川線/三ノ輪橋駅 歩8分,築18年,18階建,13階,8.2万円,8000円,8.2万円,8.2万円,ワンルーム,27.43m2,https://suumo.jp/chintai/jnc_000072863841/?bc=100275042823
サンクレール荒川ブランガーデン,賃貸マンション,東京都荒川区荒川１,都電荒川線/三ノ輪橋駅 歩8分,築18年,18階建,11階,13.9万円,12000円,13.9万円,27.8万円,1LDK,53.55m2,https://suumo.jp/chintai/jnc_000065824199/?bc=100236629516
サンクレール荒川ブランガーデン,賃貸マンション,東京都荒川区荒川１,都電荒川線/三ノ輪橋駅 歩8分,築18年,18階建,7階,14.6万円,12000円,14.6万円,29.2万円,2LDK,60.2m2,https://suumo.jp/chintai/jnc_000072863843/?bc=100275067342
サンクレール荒川ブランガーデン,賃貸マンション,東京都荒川区荒川１,都電荒川線/三ノ輪橋駅 歩8分,築18年,18階建,10階,15万円,12000円,15万円,30万円,1SLDK,60.2m2,https://suumo.jp/chintai/jnc_000066454530/?bc=100275488355
サンクレール荒川ブランガーデン,賃貸マンション,東京都荒川区荒川１,都電荒川線/三ノ輪橋駅 歩8分,築18年,18階建,16階,15.6万円,12000円,15.6万円,31.2万円,2LDK,60.47m2,https://suumo.jp/chintai/jnc_000072088622/?bc=100274335924
サンクレール荒川ブランガーデン,賃貸マンション,東京都荒川区荒川１,都電荒川線/三ノ輪橋駅 歩8分,築18年,18階建,17階,15.7万円,12000円,15.7万円,31.4万円,2LDK,60.47m2,https://suumo.jp/chintai/jnc_000072863842/?bc=100275634071
サンクレール荒川ブランガーデン,賃貸マンション,東京都荒川区荒川１,都電荒川線/荒川一中前駅 歩4分,築18年,18階建,7階,7.9万円,8000円,7.9万円,7.9万円,ワンルーム,27.43m2,https://suumo.jp/chintai/jnc_000073063302/?bc=100276099439
サンクレール荒川ブランガーデン,賃貸マンション,東京都荒川区荒川１,都電荒川線/荒川一中前駅 歩4分,築18年,18階建,9階,8万円,8000円,8万円,8万円,ワンルーム,27.43m2,https://suumo.jp/chintai/jnc_000059823683/?bc=100276019194
サンクレール荒川ブランガーデン,賃貸マンション,東京都荒川区荒川１,都電荒川線/荒川一中前駅 歩4分,築18年,18階建,13階,8.2万円,8000円,8.2万円,8.2万円,ワンルーム,27.43m2,https://suumo.jp/chintai/jnc_000072863841/?bc=100275042823
サンクレール荒川ブランガーデン,賃貸マンション,東京都荒川区荒川１,都電荒川線/荒川一中前駅 歩4分,築18年,18階建,11階,13.9万円,12000円,13.9万円,27.8万円,1LDK,53.55m2,https://suumo.jp/chintai/jnc_000065824199/?bc=100236629516
サンクレール荒川ブランガーデン,賃貸マンション,東京都荒川区荒川１,都電荒川線/荒川一中前駅 歩4分,築18年,18階建,7階,14.6万円,12000円,14.6万円,29.2万円,2LDK,60.2m2,https://suumo.jp/chintai/jnc_000072863843/?bc=100275067342
サンクレール荒川ブランガーデン,賃貸マンション,東京都荒川区荒川１,都電荒川線/荒川一中前駅 歩4分,築18年,18階建,10階,15万円,12000円,15万円,30万円,1SLDK,60.2m2,https://suumo.jp/chintai/jnc_000066454530/?bc=100275488355
サンクレール荒川ブランガーデン,賃貸マンション,東京都荒川区荒川１,都電荒川線/荒川一中前駅 歩4分,築18年,18階建,16階,15.6万円,12000円,15.6万円,31.2万円,2LDK,60.47m2,https://suumo.jp/chintai/jnc_000072088622/?bc=100274335924
サンクレール荒川ブランガーデン,賃貸マンション,東京都荒川区荒川１,都電荒川線/荒川一中前駅 歩4分,築18年,18階建,17階,15.7万円,12000円,15.7万円,31.4万円,2LDK,60.47m2,https://suumo.jp/chintai/jnc_000072863842/?bc=100275634071
東京メトロ日比谷線 三ノ輪駅 18階建 築18年,賃貸マンション,東京都荒川区荒川１,東京メトロ日比谷線/三ノ輪駅 歩7分,築18年,18階建,7階,7.9万円,8000円,7.9万円,7.9万円,ワンルーム,27.43m2,https://suumo.jp/chintai/jnc_000073086940/?bc=100276182929
